    1.857038    2.682453
    1.422810    2.356533
    2.460455    2.999470
    1.718380    2.777669
    2.175779    2.690452
    1.880417    2.638761
    1.056382    2.584161
    1.193969    3.088127
    0.804049    2.000000
    2.145033    3.086689
    2.456405    3.115459
    2.248283    2.377704
    1.450451    2.679549
    2.463127    2.775980
    1.692958    2.481621
    1.141591    2.832129
    2.612315    2.445826
    1.612864    3.402088
    2.238343    2.225856
    0.914986    2.842129
    2.524888    2.164838
    1.895822    2.154535
    2.544193    3.012109
    2.711608    2.694587
    1.838953    2.776066
    2.236765    2.449901
    1.922810    2.853350
    2.802479    2.649853
    2.786835    3.153024
    1.946430    2.593329
    1.684880    3.301773
    1.863229    2.841971
    1.716476    2.738617
    1.544213    3.202687
    2.973602    2.721078
    1.247908    2.772420
    1.263899    2.446479
    1.783545    3.415871
    0.923457    2.977028
    1.517737    2.858714
    1.440616    3.225145
    1.084058    3.039843
    1.425411    2.186765
    1.120401    2.770850
    2.332563    3.316890
    2.122976    2.927362
    1.841751    2.297247
    0.511920    2.511876
    2.793199    2.782131
    1.769053    2.573458
    1.544844    2.581308
    1.077169    3.124782
    1.737462    2.707231
    0.764574    2.362545
    1.001590    2.640376
    1.173161    2.308371
    0.573313    2.414272
    2.326823    2.637732
    1.847303    2.554886
    2.355466    2.629571
    1.849276    3.271318
    2.694798    2.473839
    1.087201    3.006946
    1.899379    2.735180
    1.914267    2.858182
    0.485028    2.509416
    0.914402    2.918657
    2.595807    3.117633
    2.435048    2.659603
    2.096727    2.922675
    1.521400    2.158941
    1.581094    3.188051
    1.002340    3.142802
    2.608447    2.971689
    1.487782    2.815886
    2.600219    3.069726
    2.704070    3.365346
    2.661122    2.151901
    1.723109    3.049191
    2.236427    2.639135
    1.120108    2.831396
    1.137645    2.808066
    1.007873    2.411338
    2.502272    2.860297
    2.239864    3.046910
    1.579089    3.172564
    1.930872    3.009183
    1.754024    2.487235
    1.984454    3.019961
    2.383801    2.550274
    1.786846    2.452496
    1.938793    3.161688
    1.950657    2.760220
    1.999495    2.985617
    1.510134    2.986207
    1.935064    2.869785
    0.693779    2.818833
    0.940895    2.866555
    3.160140    3.040214
    1.333288    2.421730
    0.767654    2.257360
    1.936305    2.813142
    1.974665    2.440578
    1.305708    2.426208
    0.421876    2.466178
    1.985036    2.537960
    0.999247    2.159247
    1.653707    3.231476
    2.049413    2.167002
    2.480981    2.757744
    1.506885    2.428522
    1.555672    2.576136
    1.180573    2.934338
    0.711843    2.754186
    1.920718    2.423663
    1.722902    2.847867
    1.526546    2.665582
    1.560082    3.333847
    1.445078    2.930562
    1.825678    2.820173
    1.402450    2.978066
    2.690678    2.809730
    2.650203    2.608862
    2.871973    3.262244
    1.838456    2.571362
    0.899417    3.303652
    1.714344    2.951050
    1.890774    2.629995
    0.908259    2.745266
    1.402759    3.102570
    0.291174    3.174218
    1.748001    2.493910
    1.888976    2.514942
    0.871534    2.210259
    2.021870    2.605164
    0.219257    2.774235
    1.615981    2.748240
    2.656663    3.110442
    2.365641    2.834268
    1.995124    2.735226
    2.260244    2.903800
    2.306551    3.087429
    1.850863    2.532682
    2.284897    3.157632
    1.541557    3.290458
    1.677373    2.840147
    2.785330    2.744075
    1.700273    2.750996
    1.536822    2.841862
    1.346581    2.298441
    1.486947    2.813817
    1.198803    2.556604
    0.333079    3.197781
    1.551842    2.597613
    1.250339    2.679682
    1.560623    3.194829
    2.323135    2.725810
    2.718043    3.307994
    2.565522    2.729699
    1.809329    2.778301
    1.985915    2.646433
    1.547012    2.934006
    0.360886    2.738524
    1.347614    2.698227
    2.671488    3.197794
    2.447418    2.747173
    1.495197    2.647762
    2.931652    2.892707
    2.282620    2.874612
    2.398951    3.261579
    1.647836    3.431293
    1.607569    2.559040
    2.220433    2.278771
    1.286938    2.593365
    1.697567    2.887169
    1.524084    2.769692
    2.041813    2.689113
    2.452538    2.832046
    1.412232    3.159986
    1.750200    2.824948
    2.758107    2.625940
    1.680741    2.616959
    0.673420    2.841292
    2.725109    3.271567
    1.018814    2.710501
    2.134940    3.098506
    0.721985    2.261696
    0.692033    2.910818
    1.310511    2.211211
    3.133572    3.038816
    1.752147    3.073677
    1.555369    2.624311
    2.875511    3.107080
    1.463694    2.856005
    1.759686    2.889619
    1.153892    2.857892
    2.216584    2.146310
    1.092847    2.846536
    2.183286    2.602682
    1.538434    3.153527
    1.515214    2.929746
    1.632809    2.784964
    2.760844    2.465997
    2.370458    2.755011
    1.090185    2.574743
    1.830084    2.517487
    1.868003    2.403919
    2.134971    2.036206
    1.583043    2.226681
    1.286216    2.855781
    2.126812    3.031990
    1.519946    2.710604
    1.413855    2.428309
    2.289066    2.654226
    1.893944    2.741748
    0.474292    2.531400
    1.745182    2.630681
    1.841731    2.578395
    1.580524    2.419410
    1.646714    3.269199
    1.271779    2.292519
    0.930648    2.788965
    1.042877    2.989217
    1.012996    2.808503
    1.598379    2.748283
    0.266726    2.465661
    1.625439    2.331791
    1.762690    3.051091
    2.046970    2.084344
    1.306286    2.752085
    2.438233    2.374240
    2.700268    3.224548
    1.793527    2.580810
    1.116517    2.293164
    2.771661    2.950029
    2.894186    3.018913
    1.158999    2.752368
    2.189748    2.684971
    1.527589    2.846910
    1.174999    3.067434
    1.702095    3.001225
    1.731066    3.188396
    1.541775    3.079549
    2.572040    3.232051
    0.580549    3.229412
    1.005932    2.875360
    1.051586    2.962455
    2.731513    2.462338
    2.337972    2.563061
    2.813822    2.926025
    2.580580    2.815777
    2.439864    2.673263
    1.706319    3.200192
    0.635867    2.409091
    2.653334    2.651957
    1.593354    2.342162
    1.117786    2.929770
    1.296383    2.775991
    1.194139    2.626507
    1.944012    2.534853
    0.476857    3.407829
    2.901393    2.871410
    1.066027    2.530700
    2.551978    3.103606
    2.239790    2.974363
    1.744452    3.453502
    1.539732    3.090280
    0.800354    2.871881
    2.332416    2.648784
    1.555363    3.233719
    3.034959    2.144680
    0.804135    2.925221
    2.572503    2.643225
    2.193463    2.538663
    1.474935    2.715210
    2.016160    2.850774
    0.983157    2.856382
    2.273503    2.074850
    1.294313    2.793131
    1.942131    2.351722
    0.821747    3.340778
    1.122764    2.721672
    2.382833    2.057386
    2.089057    2.455189
    2.174331    3.188519
    2.775091    2.505102
    2.150586    2.876269
    2.242022    2.197687
    1.882859    2.836464
    1.018913    2.413475
    2.490023    2.425995
    1.922783    3.018127
    1.616710    2.875264
    2.153617    2.797475
    2.197879    3.036669
    2.004710    3.298845
    2.376263    3.221899
    2.385126    2.275512
    2.195910    3.107349
    1.055472    2.963883
    1.452459    2.826801
    2.148417    2.289555
    0.715541    2.804029
    2.780777    2.883913
    0.965570    3.124953
    0.912881    3.004852
    2.120669    2.211285
    1.439071    2.941054
    2.411326    2.317827
    2.486193    2.828801
    2.123369    3.035475
    1.926684    2.276860
    1.105019    3.015130
    1.819465    2.913587
    1.329234    2.543494
    2.086786    2.406762
    1.895098    3.240605
    1.579116    2.734109
    1.584210    2.259608
    2.913557    2.526813
    1.942995    3.165568
    1.575655    2.333392
    0.613406    3.112799
    2.425599    3.298110
    1.564690    2.836319
    0.999301    2.737779
    1.938539    3.027291
    1.105830    2.725110
    1.319869    2.579693
    2.680674    2.673335
    1.594297    3.351718
    1.084174    2.663248
    1.597648    2.588964
    1.181927    2.835642
    1.573581    3.306024
    0.999638    2.597052
    1.724254    2.312698
    1.752742    2.674753
    1.927313    2.439487
    1.891208    2.711817
    0.998973    2.618767
    1.433527    2.797126
    2.574646    2.447450
    1.237039    3.148548
    1.778670    3.062613
    2.483842    2.203115
    1.413568    2.760110
    2.086110    2.911208
    0.225348    2.094766
    2.326029    3.039646
    2.815116    2.664867
    1.581430    2.406175
    1.169001    3.037856
    2.683952    2.940510
    1.201830    2.008774
    1.591034    2.571253
    1.693099    2.748486
    1.655257    2.920100
    1.000886    2.102590
    1.649692    2.474251
    1.223699    2.900940
    1.921878    2.511936
    0.990816    2.750347
    1.698873    2.504003
    2.701333    2.883007
    1.183325    2.775815
    2.974144    2.532187
    0.697654    2.222807
    2.021834    3.399122
    1.555645    2.597110
    2.022633    2.689718
    1.423152    2.322265
    1.627664    2.882999
    2.469255    2.302381
    2.284077    3.210032
    1.686292    2.668181
    1.756137    3.438933
    2.611365    2.643558
    1.483981    2.491168
    1.677570    2.175759
    1.832180    2.342091
    2.677793    2.782871
    2.086866    2.565094
    1.288131    3.276995
    2.300153    2.905384
    2.472022    2.508112
    2.900818    2.721329
    1.188952    2.579313
    0.993412    2.825350
    1.846621    2.453622
    1.053475    2.940474
    2.778108    3.147821
    1.345381    3.167450
    1.229969    2.519596
    0.815128    2.294236
    0.868403    2.862432
    0.920896    2.094184
    1.797272    2.481930
    0.914828    2.679061
    2.017036    2.132193
    0.785910    2.616451
    2.720675    2.199465
    1.200180    2.673839
    0.943620    2.908518
    1.910081    2.250819
    1.129505    2.210202
    0.738248    2.272761
    1.277931    2.177665
    1.796460    3.313531
    0.801188    2.190966
    1.554214    2.207330
    0.934121    2.149100
    1.608387    2.347195
    2.656962    2.622625
    1.441886    2.968701
    1.056139    2.737905
    0.300747    2.677849
    1.684943    2.975550
    2.814302    2.545581
    1.813039    2.663490
    2.198137    2.745692
    1.369798    2.750877
    1.306050    2.239482
    1.630505    2.695963
    2.109530    2.158204
    1.474779    2.448023
    2.136423    2.335823
    1.391092    2.615193
    1.960133    2.845689
    2.022260    2.786583
    2.360092    2.641333
    1.167235    2.927830
    1.557999    2.839899
    1.226075    2.334085
    0.385102    3.061874
    1.542842    2.974760
    2.106112    2.447649
    2.432368    2.265022
    1.090580    2.604771
    2.305648    2.697974
    2.756012    2.615258
    2.615453    2.504652
    1.739920    2.735577
    1.500848    2.430093
    1.792214    2.522547
    1.689703    2.903386
    0.574365    3.442486
    1.988342    3.082598
    1.742678    2.603424
    1.778888    2.966653
    1.043335    2.759515
    1.107035    2.423900
    1.373326    3.315587
    2.800341    2.806590
    1.975448    2.407815
    2.297460    2.457474
    3.332840    2.769006
    1.114141    2.761466
    2.539720    2.951248
    1.729958    2.481805
    1.817552    2.886500
    1.387688    2.621597
    3.266489    3.086318
    1.872288    2.578519
    3.208084    2.483276
    2.924701    2.868061
    1.846704    3.520328
    2.681649    2.498574
    2.598773    2.642988
    2.163720    3.055577
    2.518631    2.091159
    1.419052    3.337421
    1.356568    2.826071
    0.908234    2.575794
    1.471536    2.993693
    2.144911    2.843371
    1.927825    2.969747
    1.528356    2.834909
    1.292964    3.278621
    0.733702    2.536525
    1.504476    2.486402
    1.733316    2.973188
    2.260854    2.922963
    0.542503    3.468056
    2.222406    2.766241
    2.159788    2.473210
    1.047519    2.571860
    2.500006    2.749666
    3.035016    2.186448
    2.499543    2.721664
    2.389738    3.003223
    2.542870    2.282494
    1.366524    2.936064
    1.286140    3.001121
    0.925037    3.217886
    2.503760    2.955196
    2.819494    3.293691
    2.036163    3.036860
    1.768019    2.605413
    1.909186    3.392548
    1.224549    2.834897
    3.281457    2.906373
    1.227053    2.571201
    2.231059    2.320413
    1.210071    2.671025
    2.416983    2.095461
    2.831144    2.501986
    2.250662    2.791036
    0.400652    2.817559
    1.422595    2.290860
    1.367305    3.027676
    0.617088    2.453208
    1.537631    2.566449
    1.763556    2.592638
    2.124210    3.177290
    1.697600    2.748079
    1.116658    2.784894
    1.975545    2.731961
    2.235874    3.033600
    1.368699    2.279834
    2.065002    3.085393
    2.557113    2.782133
    3.360591    2.554016
    2.503745    2.623328
    2.244214    3.057324
    2.202283    2.636669
    2.114878    2.411557
    3.275695    2.617565
    1.802315    2.704739
    1.296735    2.448688
    1.937466    3.325342
    2.675034    3.135159
    2.564988    2.916523
    2.747777    2.826993
    1.596894    2.834614
    1.995258    2.060959
    1.737489    2.162982
    1.694673    2.590608
    1.984127    2.060287
    2.744752    2.681334
    1.991017    2.329037
    1.160406    2.370266
    1.796653    2.053450
    1.591366    2.465194
    0.805683    2.286549
    1.319494    2.735648
    1.494953    2.207010
    1.769797    2.888792
    2.944801    3.308474
    1.512222    2.592040
    0.949786    2.176896
    1.311647    3.015428
    3.295983    2.144952
    2.401129    2.956463
    0.864960    3.187661
    2.065520    3.281446
    1.401876    2.571013
    2.214130    2.583109
    1.264541    2.227093
    1.401883    2.831901
    2.326219    3.295449
    1.476015    2.667269
    1.905966    2.650330
    2.443683    3.011855
    0.697142    3.298820
    1.742550    3.296324
    1.930507    2.520462
    1.338801    3.164469
    1.844769    3.368239
    2.818387    3.208596
    1.336826    2.140511
    1.251650    2.510110
    2.385921    2.938385
    3.227041    3.090579
    1.114518    2.225353
    1.838388    3.102147
    1.563772    3.328781
    2.330562    2.770386
    1.167506    2.483660
    1.410954    2.951967
    1.066787    3.266179
    2.623391    2.407790
    1.493297    2.440147
    0.877008    2.376623
    1.547470    2.861163
    2.729970    2.566592
    1.785166    3.085100
    1.717265    2.206043
    2.046297    3.043278
    1.836970    2.777777
    2.767235    2.741419
    1.934635    2.540830
    1.299198    2.663871
    1.886056    2.231620
    1.835721    2.873209
    1.130320    2.781289
    0.338208    3.155827
    1.550015    2.941435
    0.825642    3.285036
    2.083643    2.058772
    2.126469    2.909281
    2.280176    2.786491
    1.599624    3.171813
    1.379969    2.780579
    3.037990    3.304394
    1.286501    2.919968
    1.721251    2.528858
    2.085615    2.925976
    2.083341    2.917580
    1.196986    3.171767
    0.821432    3.320432
    2.615598    2.959344
    1.377680    2.874103
    0.470244    2.866065
    2.403465    3.005367
    0.856446    2.849531
    3.162010    3.387956
    1.146627    3.039338
    1.981221    2.858951
    0.370161    2.724180
    2.969087    2.658435
    1.472423    2.693690
    1.569555    3.180745
    1.884429    2.578435
    3.039872    2.218472
    1.398594    2.274010
    1.082882    3.073194
    1.761463    2.136843
    2.547352    2.666737
    2.097957    3.114504
    1.991809    2.408586
    1.873549    2.732007
    0.755687    2.619251
    2.691088    2.405517
    1.237949    2.824602
    2.332711    2.665439
    1.099754    3.506187
    1.259084    2.663075
    1.651664    2.616470
    1.084591    2.982050
    1.287008    2.610795
    2.056637    2.593765
    1.945516    2.450853
    1.820448    2.630178
    1.487391    2.903369
    0.893741    2.532653
    1.116904    2.611917
    2.336917    2.900500
    1.869405    2.817557
    0.710614    3.113123
    0.877383    2.968025
    1.154155    2.610515
    1.833689    2.358939
    1.733622    2.136274
    2.689848    3.284415
    1.689570    2.424340
    1.874531    3.218196
    2.503508    2.622098
    1.765395    2.889165
    2.017249    3.212682
    2.228849    2.648046
    2.284948    2.958818
    0.934318    2.377067
    2.401831    3.262582
    2.185387    3.180847
    1.637215    3.153561
    1.876197    2.743681
    1.634029    2.922684
    1.626942    2.927408
    2.641974    3.016851
    1.741778    3.051511
    1.346940    3.137360
    2.024719    2.463400
    2.272439    2.703856
    1.880618    2.768774
    1.177758    2.338424
    2.278596    3.202768
    2.264140    3.045179
    1.651922    2.591997
    1.677214    2.572383
    1.194429    2.699878
    2.853454    2.906593
    2.959238    3.466538
    1.770492    3.185573
    1.703347    2.941920
    1.543304    2.884356
    2.569639    2.611066
    1.073498    2.941337
    1.699604    2.093079
